sofifa_id,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,overall,player_positions
212054,B. Idowu,Brian Oladapo Idowu,27,1992-05-18,179,76,Nigeria,Lokomotiv Moscow,Rest of World,68,"LWB, LM, RWB"
212075,A. Nabbout,Andrew Nabbout,26,1992-12-17,178,83,Australia,Melbourne Victory,Australian Hyundai A-League,68,"RW, ST, LW"
212224,G. Bueno,Gonzalo Diego Bueno Bingola,25,1993-08-16,176,73,Uruguay,UD Almería,Spanish Segunda División,68,"LM, RM"
212783,O. Gaber,Omar Gaber,27,1992-01-30,175,71,Egypt,,,68,"RB, RM, LB"
212958,K. Opare,Kofi Opare,28,1990-10-12,188,86,United States,Colorado Rapids,USA Major League Soccer,68,CB
213512,G. Þórarinsson,Guðmundur Þórarinsson,27,1992-04-15,183,75,Iceland,IFK Norrköping,Swedish Allsvenskan,68,"CDM, LWB, CM"
214313,J. Delgado,Juan Antonio Delgado Baeza,26,1993-03-05,177,70,Chile,Club Necaxa,Mexican Liga MX,68,"RM, LM"
214351,D. Novoa,Diego Alejandro Novoa Urrego,30,1989-05-31,186,88,Colombia,La Equidad,Colombian Liga Postobón,68,GK
214563,M. Duarte,Edison Mauricio Duarte Barajas,27,1992-06-24,171,67,Colombia,Cúcuta Deportivo,Colombian Liga Postobón,68,LB
214575,L. Payares,Luis Miguel Payares Blanco,29,1990-01-14,185,78,Colombia,Millonarios FC,Colombian Liga Postobón,68,"CB, LB"
214730,I. González,José Ignacio González Catalán,29,1989-12-02,187,87,Chile,CD Palestino,Chilian Campeonato Nacional,68,GK
215384,A. Keita,Alhassane Keita,27,1992-04-16,183,79,Guinea,Os Belenenses,Portuguese Liga ZON SAGRES,68,ST
215401,M. Fedele,Matteo Fedele,26,1992-07-20,185,75,Switzerland,Valenciennes FC,French Ligue 2,68,"CM, CDM"
216477,T. Nedelev,Todor Nedelev,26,1993-02-07,176,73,Bulgaria,,,68,"RM, CAM"
216688,O. Mudrinski,Ognjen Mudrinski,27,1991-11-15,187,83,Serbia,Jagiellonia Białystok,Polish T-Mobile Ekstraklasa,68,ST
216799,G. Di Chiara,Gianluca Di Chiara,25,1993-07-12,185,80,Italy,Perugia,Italian Serie B,68,"LB, CB, LM"
216834,M. Perez,Manuel Perez,28,1991-05-11,180,73,France,Racing Club de Lens,French Ligue 2,68,"CDM, CM"
217759,Lolo,Emmanuel González Rodríguez,27,1991-07-22,186,83,Spain,Real Oviedo,Spanish Segunda División,68,"CDM, CM, CB"
218353,A. Appindangoye,Aaron Appindangoye,27,1992-02-29,185,85,Gabon,Sivasspor,Turkish Süper Lig,68,CB
220090,Raphael Rossi,Raphael Rossi Branco,28,1990-07-25,189,84,Brazil,FC Sion,Swiss Super League,68,CB
220826,L. Vásquez,Larry Vásquez Ortega,27,1991-09-19,186,80,Colombia,Deportes Tolima,Colombian Liga Postobón,68,"CM, CDM"
222342,Gu Chao,顾超,29,1989-08-20,193,86,China PR,Jiangsu Suning FC,Chinese Super League,68,GK
222533,Nuno Valente,Nuno Daniel Costeira Valente,27,1991-11-22,174,67,Portugal,Vitória de Setúbal,Portuguese Liga ZON SAGRES,68,CM
223004,J. Nolan,John Nolan,27,1992-04-22,180,72,England,Ipswich Town,English League One,68,"CM, CAM"
223016,S. Ay,Selim Ay,27,1991-07-31,184,80,Turkey,Atiker Konyaspor,Turkish Süper Lig,68,CB
223134,Z. Yavru,Zeki Yavru,27,1991-09-05,178,78,Turkey,Denizlispor,Turkish Süper Lig,68,"RB, CDM"
223354,B. Vătăjelu,Bogdan Ilie Vătăjelu,26,1993-04-24,171,70,Romania,Universitatea Craiova,Romanian Liga I,68,LM
225939,J. George,Jann-Christopher George,26,1992-07-31,176,75,Germany,SSV Jahn Regensburg,German 2. Bundesliga,68,"CAM, RM"
226805,A. Sjöberg,Axel Sjöberg,28,1991-03-08,201,95,Sweden,Colorado Rapids,USA Major League Soccer,68,CB
227527,Fábio Abreu,Fábio Gonçalves Abreu,26,1993-01-29,182,79,Portugal,Moreirense FC,Portuguese Liga ZON SAGRES,68,"ST, RW"
228245,M. Wanitzek,Marvin Wanitzek,26,1993-05-07,179,74,Germany,Karlsruher SC,German 2. Bundesliga,68,"CM, CDM, CAM"
228261,V. Moren,Valtteri Moren,28,1991-06-15,188,76,Finland,Waasland-Beveren,Belgian Jupiler Pro League,68,CB
229245,P. Corral,Pablo Ignacio Corral Mondaca,27,1992-01-16,171,65,Chile,Deportes Iquique,Chilian Campeonato Nacional,68,CM
229466,C. Martinez,Cris Robert Martínez Escobar,26,1993-04-24,170,70,Paraguay,CD Huachipato,Chilian Campeonato Nacional,68,LW
233512,A. Toșca,Alin Dorinel Toșca,27,1992-03-14,181,78,Romania,Gazişehir Gaziantep F.K.,Turkish Süper Lig,68,LB
234413,F. Müller,Felix Müller,26,1993-01-27,178,71,Germany,SV Sandhausen,German 2. Bundesliga,68,"LM, LWB, CM"
236024,F. N'Goma,Ferris N'Goma,26,1993-06-15,175,69,France,Stade Brestois 29,French Ligue 1,68,"LM, RM, CM"
238537,G. Tello,Gary Felipe Tello Mery,26,1993-04-11,169,65,Chile,Unión Española,Chilian Campeonato Nacional,68,"LW, LM"
238877,Bastos,Ángel Bastos Teijeira,27,1992-05-03,170,70,Spain,Extremadura UD,Spanish Segunda División,68,"LB, RB"
238938,B. Girth,Benjamin Girth,27,1992-01-31,181,82,Germany,VfL Osnabrück,German 2. Bundesliga,68,ST
238944,Z. Majer,Žan Majer,26,1992-07-25,179,69,Slovenia,Lecce,Italian Serie A,68,CM
241743,U. Segura,Ulises Segura Machado,26,1993-06-23,183,70,Costa Rica,DC United,USA Major League Soccer,68,"RM, LM, CM"
244339,I. Lakićević,Ivan Lakićević,25,1993-07-27,180,75,Serbia,Venezia FC,Italian Serie B,68,RB
248084,A. Sin,Andrei Dumitru Sin,27,1991-10-26,175,69,Romania,Dinamo Bucureşti,Romanian Liga I,68,"LB, LM"
248095,R. Radunović,Risto Radunović,27,1992-05-04,182,75,Montenegro,Astra Giurgiu,Romanian Liga I,68,LB
251132,E. Piovi,Lucas Ezequiel Piovi,26,1992-08-20,171,70,Argentina,Arsenal de Sarandí,Argentina Primera División,68,CM
12940,E. Pogatetz,Emanuel Pogatetz,36,1983-01-16,191,90,Austria,LASK Linz,Austrian Football Bundesliga,68,CB
18771,L. Steele,Luke Steele,34,1984-09-24,188,76,England,Millwall,English League Championship,68,GK
39386,D. Beasley,DaMarcus Beasley,37,1982-05-24,172,68,United States,Houston Dynamo,USA Major League Soccer,68,LB
46857,M. Pedersen,Morten Gamst Pedersen,37,1981-09-08,183,74,Norway,Tromsø IL,Norwegian Eliteserien,68,CM
50294,S. Camara,Souleymane Camara,36,1982-12-22,174,75,Senegal,Montpellier HSC,French Ligue 1,68,"ST, RM"
50955,J. Cavalli,Johan Etienne Anthony Cavalli,37,1981-09-12,170,65,France,AC Ajaccio,French Ligue 2,68,CAM
51123,M. Bodmer,Mathieu Bodmer,36,1982-11-22,190,90,France,Amiens SC,French Ligue 1,68,"CAM, CDM, CB"
52326,E. Jakupović,Eldin Jakupović,34,1984-10-02,191,85,Switzerland,Leicester City,English Premier League,68,GK
110680,Xisco Campos,Francisco Javier Campos Coll,37,1982-03-10,180,77,Spain,RCD Mallorca,Spain Primera Division,68,"CB, RB"
128529,U. Ceylan,Ufuk Ceylan,33,1986-06-23,194,85,Turkey,Yeni Malatyaspor,Turkish Süper Lig,68,GK
134828,K. Broadfoot,Kirk Broadfoot,34,1984-08-08,191,89,Scotland,Kilmarnock,Scottish Premiership,68,CB
135043,A. Lindegaard,Anders Lindegaard,35,1984-04-13,193,85,Denmark,Helsingborgs IF,Swedish Allsvenskan,68,GK
136363,Jung Jo Gook,정조국 郑兆国,35,1984-04-23,186,77,Korea Republic,Gangwon FC,Korean K League Classic,68,ST
136553,Lee Dong Gook,이동국 李东国,40,1979-04-29,185,80,Korea Republic,Jeonbuk Hyundai Motors,Korean K League Classic,68,ST
137359,C. Lepoint,Christophe Lepoint,34,1984-10-24,188,83,Belgium,KV Kortrijk,Belgian Jupiler Pro League,68,"CB, CM, CDM"
139229,C. Salcido,Carlos Arnoldo Salcido Flores,39,1980-04-02,176,80,Mexico,Tiburones Rojos de Veracruz,Mexican Liga MX,68,"CB, CDM"
139296,D. Nugent,David Nugent,34,1985-05-02,180,76,England,Preston North End,English League Championship,68,ST
141111,Z. Dedič,Zlatko Dedič,34,1984-10-05,183,77,Slovenia,WSG Tirol,Austrian Football Bundesliga,68,"ST, LW"
144440,J. Alvbåge,John Alvbåge,36,1982-08-10,187,88,Sweden,IK Sirius,Swedish Allsvenskan,68,GK
146377,Cejudo,Álvaro Cejudo Carmona,35,1984-01-29,180,78,Spain,Racing Santander,Spanish Segunda División,68,"RM, LM, CAM"
147846,M. Constantin,Marius Marcel Constantin,34,1984-10-25,186,85,Romania,Gaz Metan Mediaş,Romanian Liga I,68,CB
147970,R. Pleșca,Răzvan Neculaie Pleșca,36,1982-11-25,188,84,Romania,Gaz Metan Mediaş,Romanian Liga I,68,GK
148569,M. Wasilewski,Marcin Ryszard Wasilewski,39,1980-06-09,186,88,Poland,Wisła Kraków,Polish T-Mobile Ekstraklasa,68,CB
150106,A. Papadopoulos,Avraam Papadopoulos,34,1984-12-03,184,79,Greece,Olympiacos CFP,Rest of World,68,CB
155334,Kang Min Soo,강민수 康敏寿,33,1986-02-14,186,76,Korea Republic,Ulsan Hyundai FC,Korean K League Classic,68,CB
155657,P. Celeban,Piotr Celeban,34,1985-06-25,181,76,Poland,Śląsk Wrocław,Polish T-Mobile Ekstraklasa,68,"CB, RB"
155931,Casto,Casto Espinosa Barriga,37,1982-06-18,181,77,Spain,Extremadura UD,Spanish Segunda División,68,GK
155976,C. Adam,Charlie Adam,33,1985-12-10,185,83,Scotland,Reading,English League Championship,68,"CM, CDM"
156164,M. Cranie,Martin Cranie,32,1986-09-26,183,78,England,Luton Town,English League Championship,68,"CB, RB"
156675,A. Considine,Andrew Considine,32,1987-04-01,183,75,Scotland,Aberdeen,Scottish Premiership,68,"CB, LB"
156683,S. Holmén,Samuel Holmén,35,1984-06-28,180,74,Sweden,IF Elfsborg,Swedish Allsvenskan,68,CM
157310,S. Marveaux,Sylvain Marveaux,33,1986-04-15,172,69,France,FC Lorient,French Ligue 2,68,"CAM, RW"
157515,E. Velarde,Efraín Velarde Calvillo,33,1986-04-18,174,70,Mexico,Monarcas Morelia,Mexican Liga MX,68,LB
157528,M. Stoppelkamp,Moritz Stoppelkamp,32,1986-12-11,180,75,Germany,MSV Duisburg,German 3. Bundesliga,68,"LM, CAM, RM"
157888,Q. Westberg,Quentin Westberg,33,1986-04-25,185,78,United States,Toronto FC,USA Major League Soccer,68,GK
158172,M. Parensen,Michael Parensen,33,1986-06-24,180,79,Germany,1. FC Union Berlin,German 1. Bundesliga,68,"CB, LB"
158221,Juanma,Juan Manuel Marrero Monzón,36,1982-10-18,185,75,Spain,CF Fuenlabrada,Spanish Segunda División,68,CB
158790,G. Bustamante,Luis Gonzalo Bustamante,33,1985-12-11,170,67,Argentina,Curicó Unido,Chilian Campeonato Nacional,68,CAM
159581,Oriol Riera,Oriol Riera Magem,32,1986-07-03,184,78,Spain,CF Fuenlabrada,Spanish Segunda División,68,ST
160292,B. Watson,Ben Watson,33,1985-07-09,181,80,England,Nottingham Forest,English League Championship,68,"CDM, CM"
162047,Zapater,Alberto Zapater Arjol,34,1985-06-13,180,80,Spain,Real Zaragoza,Spanish Segunda División,68,CM
162053,L. Chambers,Luke Chambers,33,1985-09-28,185,87,England,Ipswich Town,English League One,68,CB
162056,S. Morison,Steve Morison,35,1983-08-29,188,85,Wales,Shrewsbury,English League One,68,ST
162900,N. Kilkenny,Neil Kilkenny,33,1985-12-19,173,67,Australia,Perth Glory,Australian Hyundai A-League,68,"CM, CDM, CB"
163201,M. McGovern,Michael McGovern,34,1984-07-12,191,89,Northern Ireland,Norwich City,English Premier League,68,GK
163670,B. Safari,Behrang Safari,34,1985-02-09,181,74,Sweden,Malmö FF,Swedish Allsvenskan,68,CB
164610,J. Larentowicz,Jeff Larentowicz,35,1983-08-05,185,79,United States,Atlanta United,USA Major League Soccer,68,"CDM, CB"
164637,J. Brix-Damborg,Jonas Brix-Damborg,33,1986-04-17,183,77,Denmark,Hobro IK,Danish Superliga,68,"CDM, CM"
165564,A. Kwarasey,Adam Larsen Kwarasey,31,1987-12-12,190,76,Ghana,Vålerenga Fotball,Norwegian Eliteserien,68,GK
165736,D. Wheater,David Wheater,32,1987-02-14,196,87,England,Oldham Athletic,English League Two,68,CB
165784,D. Bottinelli,Darío Bottinelli,32,1986-12-26,167,67,Argentina,Unión de Santa Fe,Argentina Primera División,68,"CAM, CM"
165908,Oh Beom Seok,오범석 吴范锡,34,1984-07-29,181,77,Korea Republic,Gangwon FC,Korean K League Classic,68,"CM, LM"
166097,F. Öztürk,Fatih Öztürk,32,1986-12-22,191,86,Turkey,Kasimpaşa SK,Turkish Süper Lig,68,GK
166114,C. Kazim-Richards,Colin Kazim-Richards,32,1986-08-26,187,95,Turkey,Tiburones Rojos de Veracruz,Mexican Liga MX,68,ST
166862,J. Wright,Jake Wright Sr.,33,1986-03-11,185,70,England,Sheffield United,English Premier League,68,CB
167519,E. Juárez,Efraín Juárez Váldez,31,1988-02-22,180,76,Mexico,Vålerenga Fotball,Norwegian Eliteserien,68,RB
168253,I. Dia,Issiar Dia,32,1987-06-08,173,70,Senegal,Yeni Malatyaspor,Turkish Süper Lig,68,"RM, RW"
168403,R. Schiavi,Raffaele Schiavi,33,1986-03-15,183,73,Italy,Cosenza,Italian Serie B,68,CB
168590,M. Karl,Markus Karl,33,1986-02-14,192,88,Germany,SV Sandhausen,German 2. Bundesliga,68,"CB, CDM"
169100,I. Anya,Ikechi Anya,31,1988-01-03,168,72,Scotland,Derby County,English League Championship,68,"RM, LB"
169158,J. Peters,Jordens Peters,32,1987-05-03,182,78,Netherlands,Willem II,Holland Eredivisie,68,CB
169208,A. Reyna,Ángel Eduardo Reyna Martínez,34,1984-09-19,169,67,Mexico,Tiburones Rojos de Veracruz,Mexican Liga MX,68,"CAM, ST"
169404,J. Fejzić,Jasmin Fejzić,33,1986-05-15,198,95,Bosnia Herzegovina,Eintracht Braunschweig,German 3. Bundesliga,68,GK
169575,L. Peltier,Lee Peltier,32,1986-12-11,177,73,England,Cardiff City,English League Championship,68,RB
169591,D. Gray,David Gray,31,1988-05-04,183,78,Scotland,Hibernian,Scottish Premiership,68,"RB, RWB"
169978,R. Beerens,Roy Johannes Hendricus Beerens,31,1987-12-22,173,63,Netherlands,Vitesse,Holland Eredivisie,68,RM
170305,C. Skuse,Cole Skuse,33,1986-03-29,185,72,England,Ipswich Town,English League One,68,"CDM, CM"
170448,J. Zimmermann,Jan Zimmermann,34,1985-04-19,190,86,Germany,Eintracht Frankfurt,German 1. Bundesliga,68,GK
170632,J. MacDonald,Jamie MacDonald,33,1986-04-17,185,79,Scotland,Kilmarnock,Scottish Premiership,68,GK
171033,M. Andersen,Mikkel Andersen,30,1988-12-17,196,91,Denmark,FC Midtjylland,Danish Superliga,68,GK
171364,E. Castillo,Edgar Eduardo Castillo Carrillo,32,1986-10-08,170,77,United States,New England Revolution,USA Major League Soccer,68,LB
171831,M. Mancienne,Michael Ian Mancienne,31,1988-01-08,186,86,England,New England Revolution,USA Major League Soccer,68,CB
172198,J. Moulin,Jessy Moulin,33,1986-01-13,185,88,France,AS Saint-Étienne,French Ligue 1,68,GK
172613,L. Seijas,Luis Manuel Seijas Gunther,33,1986-06-23,178,71,Venezuela,Independiente Santa Fe,Colombian Liga Postobón,68,"LM, CAM, CM"
172648,S. Blondelle,Siebe Blondelle,33,1986-04-20,185,80,Belgium,KAS Eupen,Belgian Jupiler Pro League,68,"CB, LB"
173415,M. Knaller,Marco Knaller,32,1987-03-26,192,86,Austria,FC Ingolstadt 04,German 3. Bundesliga,68,GK
173533,D. Button,David Button,30,1989-02-27,191,87,England,Brighton & Hove Albion,English Premier League,68,GK
173815,M. Bostwick,Michael Bostwick,31,1988-05-17,193,89,England,Lincoln City,English League One,68,CB
174547,J. Rojas,José Manuel Rojas Bahamondes,36,1983-06-23,174,75,Chile,CD Huachipato,Chilian Campeonato Nacional,68,"CB, LB"
174732,G. Gómez,Gabriel Enrique Gómez Girón,35,1984-05-29,183,82,Panama,Atlético Bucaramanga,Colombian Liga Postobón,68,CDM
175598,Zhao Xuri,赵旭日,33,1985-12-03,185,84,China PR,Dalian YiFang FC,Chinese Super League,68,"CDM, CM"
175613,J. Choplin,Jérémy Choplin,34,1985-02-09,183,83,France,AC Ajaccio,French Ligue 2,68,CB
176542,C. Valencia,Carmelo Enrique Valencia Chaverra,34,1984-07-13,173,70,Colombia,Cúcuta Deportivo,Colombian Liga Postobón,68,ST
176585,I. Pallas,José Ignacio Pallas Martínez,36,1983-01-05,190,87,Uruguay,Puebla FC,Mexican Liga MX,68,"CB, RB"
176608,J. Reina,Javier Arley Reina Calvo,30,1989-01-04,173,70,Colombia,Once Caldas,Colombian Liga Postobón,68,"CAM, ST"
176790,S. Aigner,Stefan Aigner,31,1987-08-20,183,73,Germany,KFC Uerdingen 05,German 3. Bundesliga,68,"ST, RM"
176849,P. Gibaud,Pierre Gibaud,31,1988-04-22,184,69,France,Grenoble Foot 38,French Ligue 2,68,"CB, RB"
176895,M. Pinto,Miguel Ángel Pinto Jérez,35,1983-07-04,183,79,Chile,CD O'Higgins,Chilian Campeonato Nacional,68,GK
176992,M. Milligan,Mark Milligan,33,1985-08-04,178,78,Australia,Southend United,English League One,68,"CDM, CB"
177138,Ilsinho,Ilson Pereira Dias Júnior,33,1985-10-12,178,85,Brazil,Philadelphia Union,USA Major League Soccer,68,"RM, CAM"
177346,M. Carlini,Massimiliano Carlini,32,1986-08-20,175,67,Italy,Castellammare di Stabia,Italian Serie B,68,RM
177508,P. Klandt,Patric Klandt,35,1983-09-29,184,85,Germany,1. FC Nürnberg,German 2. Bundesliga,68,GK
177741,W. López,Wálter Alberto López Gasco,33,1985-10-15,182,83,Uruguay,US Salernitana 1919,Italian Serie B,68,"LB, LM"
178108,André Leão,André Filipe Ribeiro Leão,34,1985-05-20,185,72,Portugal,FC Paços de Ferreira,Portuguese Liga ZON SAGRES,68,"CDM, CM"
178140,A. Swinkels,Arjan Swinkels,34,1984-10-15,184,80,Netherlands,KV Mechelen,Belgian Jupiler Pro League,68,CB
178211,R. Zwinkels,Robert Zwinkels,36,1983-05-04,186,80,Netherlands,ADO Den Haag,Holland Eredivisie,68,GK
178297,Canella,Roberto Canella Suárez,31,1988-02-07,179,76,Spain,CD Lugo,Spanish Segunda División,68,LB
178421,C. Cortés,César Alexis Cortés Pinto,35,1984-01-09,179,69,Chile,CD Palestino,Chilian Campeonato Nacional,68,"CAM, LM, CM"
178430,N. Frey,Nicolas Sebastian Frey,35,1984-03-06,184,78,France,Chievo Verona,Italian Serie B,68,"RB, RM"
178461,J. Drachmann,Janus Mats Drachmann,31,1988-05-11,179,71,Denmark,Odense Boldklub,Danish Superliga,68,"CM, CDM"
178487,C. Gardner,Craig Gardner,32,1986-11-25,176,81,England,Birmingham City,English League Championship,68,"CM, CDM"
178510,S. Burrai,Salvatore Burrai,32,1987-05-26,177,72,Italy,Pordenone,Italian Serie B,68,"CDM, CM"
179569,R. Majewski,Radosław Majewski,32,1986-12-15,170,68,Poland,Western Sydney Wanderers,Australian Hyundai A-League,68,"LM, CAM"
179665,A. Pilkington,Anthony Pilkington,31,1988-06-06,180,81,Republic of Ireland,Wigan Athletic,English League Championship,68,"RM, ST"
179725,J. Sainati,Joris Sainati,30,1988-09-25,183,83,France,FC Lorient,French Ligue 2,68,CB
179731,D. Cabrera,David Cabrera Pujol,29,1989-09-07,180,76,Mexico,U.N.A.M.,Mexican Liga MX,68,"CM, CDM"
179736,R. Salinas,Rodolfo Salinas Ortiz,31,1987-08-29,174,76,Mexico,Puebla FC,Mexican Liga MX,68,"CM, CDM"
179800,J. Paganoni,Jesús Arturo Paganoni Peña,30,1988-09-24,169,65,Mexico,Tiburones Rojos de Veracruz,Mexican Liga MX,68,RB
179899,A. Skúlason,Ari Freyr Skúlason,32,1987-05-14,170,67,Iceland,KV Oostende,Belgian Jupiler Pro League,68,"LB, LM"
179931,C. Avinel,Cédric Mickael Avinel,32,1986-09-11,180,70,France,AC Ajaccio,French Ligue 2,68,CB
181436,D. Marcq,Damien Marcq,30,1988-12-08,182,76,France,SV Zulte-Waregem,Belgian Jupiler Pro League,68,"CDM, CM"
182122,Zou Zheng,邹正,31,1988-02-07,178,70,China PR,Guangzhou R&F FC,Chinese Super League,68,LB
182270,W. Sandilands,Wayne Sandilands,35,1983-08-23,180,81,South Africa,Orlando Pirates,Rest of World,68,GK
182412,Dai Lin,戴琳,31,1987-11-28,188,79,China PR,Shandong Luneng TaiShan FC,Chinese Super League,68,CB
182617,D. Hylton,Danny Hylton,30,1989-02-25,183,71,England,Luton Town,English League Championship,68,ST
182694,J. Mattock,Joe Mattock,29,1990-05-15,181,78,England,Rotherham United,English League One,68,LB
182837,K. LuaLua,Kazenga LuaLua,28,1990-12-10,180,77,DR Congo,Luton Town,English League Championship,68,"ST, LM"
182996,Xiao Zhi,肖智,34,1985-05-28,187,80,China PR,Guangzhou R&F FC,Chinese Super League,68,"ST, CF"
183283,J. Taravel,Jérémy Taravel,32,1987-04-17,191,85,France,KSV Cercle Brugge,Belgian Jupiler Pro League,68,CB
183442,J. Henry,James Henry,30,1989-06-10,182,77,England,Oxford United,English League One,68,"CAM, CM"
183527,J. Spearing,Jay Spearing,30,1988-11-25,171,71,England,Blackpool,English League One,68,"CDM, CM"
183565,A. Feick,Arne Feick,31,1988-04-01,179,79,Germany,1. FC Heidenheim 1846,German 2. Bundesliga,68,LB
183601,P. Fabian,Patrick Fabian,31,1987-10-11,193,92,Germany,VfL Bochum 1848,German 2. Bundesliga,68,CB
183691,D. Toth,Daniel Toth,32,1987-06-10,173,68,Austria,FC Admira Wacker Mödling,Austrian Football Bundesliga,68,"CM, CDM, CAM"
183741,M. Zullo,Michael Zullo,30,1988-09-11,170,63,Australia,Sydney FC,Australian Hyundai A-League,68,LB
183924,F. Migliore,Francesco Migliore,31,1988-04-17,173,75,Italy,US Cremonese,Italian Serie B,68,"LB, LM"
183940,V. Anita,Vurnon Anita,30,1989-04-04,168,66,Netherlands,Leeds United,English League Championship,68,"CDM, RB, LB"
183973,L. Nestor,Loïc Nestor,30,1989-05-20,179,70,France,Grenoble Foot 38,French Ligue 2,68,"CB, CDM"
184242,F. Ojo,Funso-King Ojo,27,1991-08-28,177,71,Belgium,Aberdeen,Scottish Premiership,68,CM
184287,M. Schönbächler,Marco Schönbächler,29,1990-01-11,171,67,Switzerland,FC Zürich,Swiss Super League,68,"LM, RM"
184290,T. Pekhart,Tomáš Pekhart,30,1989-05-26,194,91,Czech Republic,UD Las Palmas,Spanish Segunda División,68,"ST, CF"
184480,H. Robson-Kanu,Hal Robson-Kanu,30,1989-05-21,183,83,Wales,West Bromwich Albion,English League Championship,68,"ST, RM, RW"
184696,F. Santos,Flavio Jesús Santos Carrillo,32,1987-03-01,171,70,Mexico,FC Juárez,Mexican Liga MX,68,"RM, ST"
184777,E. Herrera,Eduardo Herrera Aguirre,30,1988-07-25,187,86,Mexico,Club Necaxa,Mexican Liga MX,68,ST
185018,J. Fontaine,Jean-Pascal Fontaine,30,1989-03-11,177,73,France,Le Havre AC,French Ligue 2,68,CDM
185109,M. Sadlok,Maciej Sadlok,30,1989-06-29,186,80,Poland,Wisła Kraków,Polish T-Mobile Ekstraklasa,68,CB
185185,N. Ozokwo,Nduka Morisson Ozokwo,30,1988-12-25,178,69,Nigeria,MKE Ankaragücü,Turkish Süper Lig,68,"LM, RM"
186101,E. Hovland,Even Hovland,30,1989-02-14,191,90,Norway,Rosenborg BK,Norwegian Eliteserien,68,CB
186139,M. James,Matty James,27,1991-07-22,181,86,England,Leicester City,English Premier League,68,"CM, CDM"
186267,V. Hedenstad,Vegar Eggen Hedenstad,28,1991-06-26,178,74,Norway,Rosenborg BK,Norwegian Eliteserien,68,RB
186352,T. Smith,Tommy Smith,29,1990-03-31,188,82,New Zealand,Colorado Rapids,USA Major League Soccer,68,CB
186449,L. Kelly,Liam Kelly,29,1990-02-10,187,88,Scotland,Coventry City,English League One,68,"CDM, CM"
186453,T. Hiariej,Tom Hiariej,30,1988-07-25,178,74,Netherlands,FC Emmen,Holland Eredivisie,68,"CDM, CM, RB"
186513,D. Arreola,Daniel Arreola Argüello,33,1985-10-08,182,75,Mexico,Puebla FC,Mexican Liga MX,68,"CB, LB"
186541,N. Vidrio,Néstor Vicente Vidrio Serrano,30,1989-03-22,183,78,Mexico,Puebla FC,Mexican Liga MX,68,CB
